name,canonical_name,target_type
Haidargarh,"Haidargarh,Uttar Pradesh,India",Municipality
Attur,"Attur,Tamil Nadu,India",Municipality
Iragavaram,"Iragavaram,Andhra Pradesh,India",Municipality
Kaliabar Circle,"Kaliabar Circle,Assam,India",Municipality
Peddaparupudi,"Peddaparupudi,Andhra Pradesh,India",Municipality
Kulsaram,"Kulsaram,Telangana,India",Municipality
Lokeshwaram,"Lokeshwaram,Telangana,India",Municipality
Ratnagiri,"Ratnagiri,Maharashtra,India",Municipality
Bano,"Bano,Jharkhand,India",Municipality
Devgarh,"Devgarh,Rajasthan,India",Municipality
Baijnath,"Baijnath,Himachal Pradesh,India",Municipality
Prattipadu,"Prattipadu,Andhra Pradesh,India",Municipality
Gopikandar,"Gopikandar,Jharkhand,India",Municipality
Medchal,"Medchal,Telangana,India",Municipality
Morshi,"Morshi,Maharashtra,India",Municipality
Amarpatan,"Amarpatan,Madhya Pradesh,India",Municipality
Begusarai,"Begusarai,Bihar,India",Municipality
Borio,"Borio,Jharkhand,India",Municipality
Kamjong,"Kamjong,Manipur,India",Municipality
Surgana,"Surgana,Maharashtra,India",Municipality
Gaddamanugu Konduru,"Gaddamanugu Konduru,Andhra Pradesh,India",Municipality
Saiha,"Saiha,Mizoram,India",Municipality
Panvel,"Panvel,Maharashtra,India",Municipality
Lakhipur,"Lakhipur,Assam,India",Municipality
Nizampatnam,"Nizampatnam,Andhra Pradesh,India",Municipality
Nilagiri,"Nilagiri,Odisha,India",Municipality
Songadh,"Songadh,Gujarat,India",Municipality
Karempudi,"Karempudi,Andhra Pradesh,India",Municipality
Mandal,"Mandal,Gujarat,India",Municipality
Ashti,"Ashti,Maharashtra,India",Municipality
Bailhongal,"Bailhongal,Karnataka,India",Municipality
Mulchera,"Mulchera,Maharashtra,India",Municipality
Talod,"Talod,Gujarat,India",Municipality
Tamar,"Tamar,Jharkhand,India",Municipality
Shirpur,"Shirpur,Maharashtra,India",Municipality
Shohratgarh,"Shohratgarh,Uttar Pradesh,India",Municipality
Narsinghgarh,"Narsinghgarh,Madhya Pradesh,India",Municipality
Vinukonda,"Vinukonda,Andhra Pradesh,India",Municipality
Doboka Circle,"Doboka Circle,Assam,India",Municipality
Muddebihal,"Muddebihal,Karnataka,India",Municipality
Khelari,"Khelari,Jharkhand,India",Municipality
Tirurangadi,"Tirurangadi,Kerala,India",Municipality
Kodinar,"Kodinar,Gujarat,India",Municipality
Gudibanda,"Gudibanda,Andhra Pradesh,India",Municipality
Mehekar,"Mehekar,Maharashtra,India",Municipality
Ambattur,"Ambattur,Tamil Nadu,India",Municipality
Mahudha,"Mahudha,Gujarat,India",Municipality
Mal,"Mal,West Bengal,India",Municipality
Dongergaon,"Dongergaon,Chhattisgarh,India",Municipality
Penumur,"Penumur,Andhra Pradesh,India",Municipality
Kotabommali,"Kotabommali,Andhra Pradesh,India",Municipality
Gadhinglaj,"Gadhinglaj,Maharashtra,India",Municipality
Pollachi,"Pollachi,Tamil Nadu,India",Municipality
Tehri,"Tehri,Uttarakhand,India",Municipality
Manihari,"Manihari,Jharkhand,India",Municipality
Chainpur,"Chainpur,Palamu Division,Jharkhand,India",Municipality
Forbesganj,"Forbesganj,Bihar,India",Municipality
Kunnamkulam,"Kunnamkulam,Kerala,India",Municipality
Kharsia,"Kharsia,Chhattisgarh,India",Municipality
Tiruttani,"Tiruttani,Tamil Nadu,India",Municipality
Sangareddy,"Sangareddy,Telangana,India",Municipality
Kashipur,"Kashipur,Odisha,India",Municipality
Sitampeta,"Sitampeta,Andhra Pradesh,India",Municipality
Baldwara,"Baldwara,Himachal Pradesh,India",Municipality
Jhajjar,"Jhajjar,Haryana,India",Municipality
Gadwal,"Gadwal,Telangana,India",Municipality
Bhind,"Bhind,Madhya Pradesh,India",Municipality
Chintakommadinne,"Chintakommadinne,Andhra Pradesh,India",Municipality
Gondpipri,"Gondpipri,Maharashtra,India",Municipality
Manoharthana,"Manoharthana,Rajasthan,India",Municipality
Vemuru,"Vemuru,Andhra Pradesh,India",Municipality
Dera Gopipur,"Dera Gopipur,Himachal Pradesh,India",Municipality
Shiggaon,"Shiggaon,Karnataka,India",Municipality
Patancheruvu,"Patancheruvu,Telangana,India",Municipality
Peddavegi,"Peddavegi,Andhra Pradesh,India",Municipality
Veldurti,"Veldurti,Andhra Pradesh,India",Municipality
Saraswati Vihar,"Saraswati Vihar,Delhi,India",Municipality
Patharighat,"Patharighat,Assam,India",Municipality
Nagaram,"Nagaram,Andhra Pradesh,India",Municipality
Kubir,"Kubir,Telangana,India",Municipality
Khordha,"Khordha,Odisha,India",Municipality
Dhod,"Dhod,Rajasthan,India",Municipality
Fatehpur,"Fatehpur,Himachal Pradesh,India",Municipality
Paderu,"Paderu,Andhra Pradesh,India",Municipality
Solapur-N,"Solapur-N,Maharashtra,India",Municipality
Agiripalle,"Agiripalle,Andhra Pradesh,India",Municipality
Bhadra,"Bhadra,Rajasthan,India",Municipality
Tharad,"Tharad,Gujarat,India",Municipality
Kamavarapukota,"Kamavarapukota,Andhra Pradesh,India",Municipality
Kallur,"Kallur,Andhra Pradesh,India",Municipality
Harihar,"Harihar,Bangalore Division,Karnataka,India",Municipality
Barkot (Rajgarhi),"Barkot (Rajgarhi),Uttarakhand,India",Municipality
Trissur,"Trissur,Kerala,India",Municipality
Munak,"Munak,Punjab,India",Municipality
Ghatampur,"Ghatampur,Uttar Pradesh,India",Municipality
Chaurah,"Chaurah,Himachal Pradesh,India",Municipality
Kamakhyanagar,"Kamakhyanagar,Odisha,India",Municipality
Sheoganj,"Sheoganj,Rajasthan,India",Municipality
Baloda Bazar,"Baloda Bazar,Chhattisgarh,India",Municipality
Nandapur,"Nandapur,Odisha,India",Municipality
Jammalamadugu,"Jammalamadugu,Andhra Pradesh,India",Municipality
Mandvi,"Mandvi,Gujarat,India",Municipality
Rahatgarh,"Rahatgarh,Madhya Pradesh,India",Municipality
Bongaigaon Circle,"Bongaigaon Circle,Assam,India",Municipality
Chinna Chinthakunta,"Chinna Chinthakunta,Telangana,India",Municipality
Shahabad,"Shahabad,Uttar Pradesh,India",Municipality
Jaisinghpur,"Jaisinghpur,Uttar Pradesh,India",Municipality
Mulbagal,"Mulbagal,Karnataka,India",Municipality
Sirsa,"Sirsa,Haryana,India",Municipality
Sinapalli,"Sinapalli,Odisha,India",Municipality
Duldula,"Duldula,Chhattisgarh,India",Municipality
Giddalur,"Giddalur,Andhra Pradesh,India",Municipality
Wankidi,"Wankidi,Telangana,India",Municipality
Devikulam,"Devikulam,Kerala,India",Municipality
Basna,"Basna,Chhattisgarh,India",Municipality
Boko Circle,"Boko Circle,Assam,India",Municipality
Nallamada,"Nallamada,Andhra Pradesh,India",Municipality
Tokapal,"Tokapal,Chhattisgarh,India",Municipality
Venkatapuram,"Venkatapuram,Telangana,India",Municipality
Jhabua,"Jhabua,Madhya Pradesh,India",Municipality
Kolayat,"Kolayat,Rajasthan,India",Municipality
Hayathnagar,"Hayathnagar,Telangana,India",Municipality
Kosgi,"Kosgi,Telangana,India",Municipality
Santanutalapadu,"Santanutalapadu,Andhra Pradesh,India",Municipality
Patan,"Patan,Maharashtra,India",Municipality
Musiri,"Musiri,Tamil Nadu,India",Municipality
Ghantasala,"Ghantasala,Andhra Pradesh,India",Municipality
Jaura,"Jaura,Madhya Pradesh,India",Municipality
Safipur,"Safipur,Uttar Pradesh,India",Municipality
Coonoor,"Coonoor,Tamil Nadu,India",Municipality
Pahari,"Pahari,Rajasthan,India",Municipality
Kambham,"Kambham,Andhra Pradesh,India",Municipality
Kakdwip,"Kakdwip,West Bengal,India",Municipality
Jaldega,"Jaldega,Jharkhand,India",Municipality
Bommanahal,"Bommanahal,Andhra Pradesh,India",Municipality
Peddanayakkanpalayam,"Peddanayakkanpalayam,Tamil Nadu,India",Municipality
Karanprayag,"Karanprayag,Uttarakhand,India",Municipality
Kadur,"Kadur,Karnataka,India",Municipality
Jalalpore,"Jalalpore,Gujarat,India",Municipality
Himatnagar,"Himatnagar,Gujarat,India",Municipality
Devarkadra,"Devarkadra,Telangana,India",Municipality
Saluni,"Saluni,Himachal Pradesh,India",Municipality
Relmagra,"Relmagra,Rajasthan,India",Municipality
Pakur,"Pakur,Jharkhand,India",Municipality
Dalsinghsarai,"Dalsinghsarai,Bihar,India",Municipality
Mangalvedhe,"Mangalvedhe,Maharashtra,India",Municipality
Deori,"Deori,Madhya Pradesh,India",Municipality
Chhura,"Chhura,Chhattisgarh,India",Municipality
Raipur Karchuliyan,"Raipur Karchuliyan,Madhya Pradesh,India",Municipality
Ootacamund,"Ootacamund,Tamil Nadu,India",Municipality
Vedaranyam,"Vedaranyam,Tamil Nadu,India",Municipality
Barrackpur,"Barrackpur,West Bengal,India",Municipality
Satari,"Satari,Goa,India",Municipality
Sringeri,"Sringeri,Karnataka,India",Municipality
Chakrata,"Chakrata,Uttarakhand,India",Municipality
Soegaon,"Soegaon,Maharashtra,India",Municipality
Gola,"Gola,Jharkhand,India",Municipality
Salekasa,"Salekasa,Maharashtra,India",Municipality
Hiriyur,"Hiriyur,Karnataka,India",Municipality
Jilugumilli,"Jilugumilli,Andhra Pradesh,India",Municipality
Balumath,"Balumath,Jharkhand,India",Municipality
Khunta,"Khunta,Odisha,India",Municipality
Nawabpet,"Nawabpet,Telangana,India",Municipality
Herhang,"Herhang,Jharkhand,India",Municipality
Sulya,"Sulya,Karnataka,India",Municipality
Bagicha,"Bagicha,Chhattisgarh,India",Municipality
Chitvel,"Chitvel,Andhra Pradesh,India",Municipality
Meliyaputti,"Meliyaputti,Andhra Pradesh,India",Municipality
Tondangi,"Tondangi,Andhra Pradesh,India",Municipality
Garbada,"Garbada,Gujarat,India",Municipality
Korukonda,"Korukonda,Andhra Pradesh,India",Municipality
Amaravati,"Amaravati,Andhra Pradesh,India",Municipality
Pachora,"Pachora,Maharashtra,India",Municipality
Ron,"Ron,Karnataka,India",Municipality
Peda Kakani,"Peda Kakani,Andhra Pradesh,India",Municipality
Ganganagar,"Ganganagar,Rajasthan,India",Municipality
Mangaldai,"Mangaldai,Assam,India",Municipality
Kotagiri,"Kotagiri,Tamil Nadu,India",Municipality
Sagar,"Sagar,Karnataka,India",Municipality
Mandal,"Mandal,Rajasthan,India",Municipality
Pratapgarh,"Pratapgarh,Rajasthan,India",Municipality
Bagora,"Bagora,Rajasthan,India",Municipality
Kudavasal,"Kudavasal,Tamil Nadu,India",Municipality
Jupadu Bungalow,"Jupadu Bungalow,Andhra Pradesh,India",Municipality
Ramagiri,"Ramagiri,Andhra Pradesh,India",Municipality
Baragarh,"Baragarh,Odisha,India",Municipality
Singarayakonda,"Singarayakonda,Andhra Pradesh,India",Municipality
Barkatha,"Barkatha,Jharkhand,India",Municipality
Dehari,"Dehari,Bihar,India",Municipality
Jogindar Nagar,"Jogindar Nagar,Himachal Pradesh,India",Municipality
Pulkal,"Pulkal,Telangana,India",Municipality
Gangolihat,"Gangolihat,Uttarakhand,India",Municipality
Sahara,"Sahara,Rajasthan,India",Municipality
Khirkiya,"Khirkiya,Madhya Pradesh,India",Municipality
Narsipatnam,"Narsipatnam,Andhra Pradesh,India",Municipality
Palladam,"Palladam,Tamil Nadu,India",Municipality
Georai,"Georai,Maharashtra,India",Municipality
Govindaraopet,"Govindaraopet,Telangana,India",Municipality
Uluberia,"Uluberia,West Bengal,India",Municipality
Shikarpur,"Shikarpur,Uttar Pradesh,India",Municipality
Jaisinghpur,"Jaisinghpur,Himachal Pradesh,India",Municipality
Chodavaram,"Chodavaram,Andhra Pradesh,India",Municipality
Proddatur,"Proddatur,Andhra Pradesh,India",Municipality
Dharapuram,"Dharapuram,Tamil Nadu,India",Municipality
Kanth,"Kanth,Uttar Pradesh,India",Municipality
Meherma,"Meherma,Jharkhand,India",Municipality
Sangam,"Sangam,Telangana,India",Municipality
Tirupparankundram,"Tirupparankundram,Tamil Nadu,India",Municipality
Rahe,"Rahe,Jharkhand,India",Municipality
Purola,"Purola,Uttarakhand,India",Municipality
Tamenglong,"Tamenglong,Manipur,India",Municipality
Manvi,"Manvi,Karnataka,India",Municipality
Bhupalsagar,"Bhupalsagar,Rajasthan,India",Municipality
Sikandra Rao,"Sikandra Rao,Uttar Pradesh,India",Municipality
Gurla,"Gurla,Andhra Pradesh,India",Municipality
Bishrampur,"Bishrampur,Palamu Division,Jharkhand,India",Municipality
Goelkera,"Goelkera,Jharkhand,India",Municipality
Majuli Circle,"Majuli Circle,Assam,India",Municipality
Betalghat,"Betalghat,Uttarakhand,India",Municipality
Kapileswarapuram,"Kapileswarapuram,Andhra Pradesh,India",Municipality
Chhuikhadan,"Chhuikhadan,Chhattisgarh,India",Municipality
Burja,"Burja,Andhra Pradesh,India",Municipality
Kuravi,"Kuravi,Telangana,India",Municipality
Rajura,"Rajura,Maharashtra,India",Municipality
Chhatarpur,"Chhatarpur,Madhya Pradesh,India",Municipality
Karsiyang,"Karsiyang,West Bengal,India",Municipality
Buchchayyapeta,"Buchchayyapeta,Andhra Pradesh,India",Municipality
Barh,"Barh,Bihar,India",Municipality
Bahalda,"Bahalda,Odisha,India",Municipality
Kotkhai,"Kotkhai,Himachal Pradesh,India",Municipality
Itwa,"Itwa,Uttar Pradesh,India",Municipality
Reddigudem,"Reddigudem,Andhra Pradesh,India",Municipality
Jaoli,"Jaoli,Maharashtra,India",Municipality
Sikrahna,"Sikrahna,Bihar,India",Municipality
Koch Bihar,"Koch Bihar,West Bengal,India",Municipality
Rangia Circle,"Rangia Circle,Assam,India",Municipality
Dharmaram,"Dharmaram,Telangana,India",Municipality
Donakonda,"Donakonda,Andhra Pradesh,India",Municipality
Chitalwana,"Chitalwana,Rajasthan,India",Municipality
Wani,"Wani,Amravati Division,Maharashtra,India",Municipality
Chandwara,"Chandwara,North Chotanagpur Division,Jharkhand,India",Municipality
Basheerabad,"Basheerabad,Telangana,India",Municipality
Pasaur,"Pasaur,Chhattisgarh,India",Municipality
Amalner,"Amalner,Nashik Division,Maharashtra,India",Municipality
Jamua,"Jamua,Jharkhand,India",Municipality
Wepangandla,"Wepangandla,Telangana,India",Municipality
Idappadi,"Idappadi,Tamil Nadu,India",Municipality
Kagaznagar,"Kagaznagar,Telangana,India",Municipality
Perambalur,"Perambalur,Tamil Nadu,India",Municipality
Pipili,"Pipili,Odisha,India",Municipality
Karjan,"Karjan,Gujarat,India",Municipality
Bareli,"Bareli,Madhya Pradesh,India",Municipality
Shahkot,"Shahkot,Punjab,India",Municipality
Sadulshar,"Sadulshar,Rajasthan,India",Municipality
Girgadhada,"Girgadhada,Gujarat,India",Municipality
Hojai Circle,"Hojai Circle,Assam,India",Municipality
Vikasnagar,"Vikasnagar,Uttarakhand,India",Municipality
Ara Sadar,"Ara Sadar,Bihar,India",Municipality
Mendarda,"Mendarda,Gujarat,India",Municipality
Uthukottai,"Uthukottai,Tamil Nadu,India",Municipality
Nivari,"Nivari,Madhya Pradesh,India",Municipality
Dindori,"Dindori,Madhya Pradesh,India",Municipality
Etawah,"Etawah,Uttar Pradesh,India",Municipality
Shalai,"Shalai,Himachal Pradesh,India",Municipality
Chouparan,"Chouparan,Jharkhand,India",Municipality
Sabla,"Sabla,Rajasthan,India",Municipality
Samri,"Samri,Chhattisgarh,India",Municipality
Kartala,"Kartala,Chhattisgarh,India",Municipality
Sarangapur,"Sarangapur,Telangana,India",Municipality
Ghattu,"Ghattu,Telangana,India",Municipality
Barhaj,"Barhaj,Uttar Pradesh,India",Municipality
Dandai,"Dandai,Jharkhand,India",Municipality
Bap,"Bap,Rajasthan,India",Municipality
Mantha,"Mantha,Maharashtra,India",Municipality
Bhikangaon,"Bhikangaon,Madhya Pradesh,India",Municipality
Koothanallur,"Koothanallur,Tamil Nadu,India",Municipality
Baripada,"Baripada,Odisha,India",Municipality
Bharatpur,"Bharatpur,Chhattisgarh,India",Municipality
Rajkanika,"Rajkanika,Odisha,India",Municipality
Tottiyam,"Tottiyam,Tamil Nadu,India",Municipality
Cheyyur,"Cheyyur,Tamil Nadu,India",Municipality
Anugul,"Anugul,Odisha,India",Municipality
Channapatna,"Channapatna,Karnataka,India",Municipality
Garhakota,"Garhakota,Madhya Pradesh,India",Municipality
Sagma,"Sagma,Jharkhand,India",Municipality
Idukki,"Idukki,Kerala,India",Municipality
Khaga,"Khaga,Uttar Pradesh,India",Municipality
Bachchannapet,"Bachchannapet,Telangana,India",Municipality
Solapur-S,"Solapur-S,Maharashtra,India",Municipality
Chandil,"Chandil,Jharkhand,India",Municipality
Tarlupadu,"Tarlupadu,Andhra Pradesh,India",Municipality
Phulpur,"Phulpur,Azamgarh Division,Uttar Pradesh,India",Municipality
Savadatti,"Savadatti,Karnataka,India",Municipality
Bariatu,"Bariatu,Jharkhand,India",Municipality
Dumka,"Dumka,Jharkhand,India",Municipality
Surat City,"Surat City,Gujarat,India",Municipality
Dwarahat,"Dwarahat,Uttarakhand,India",Municipality
Marripadu,"Marripadu,Andhra Pradesh,India",Municipality
Pipalda,"Pipalda,Rajasthan,India",Municipality
Tiroda,"Tiroda,Maharashtra,India",Municipality
Sihor,"Sihor,Gujarat,India",Municipality
Korwai,"Korwai,Madhya Pradesh,India",Municipality
Derabassi,"Derabassi,Punjab,India",Municipality
Sojitra,"Sojitra,Gujarat,India",Municipality
R Udayagiri,"R Udayagiri,Odisha,India",Municipality
Podile,"Podile,Andhra Pradesh,India",Municipality
Hanumantunipadu,"Hanumantunipadu,Andhra Pradesh,India",Municipality
Hirekerur,"Hirekerur,Karnataka,India",Municipality
Machareddy,"Machareddy,Telangana,India",Municipality
Udhua,"Udhua,Jharkhand,India",Municipality
Palwal,"Palwal,Haryana,India",Municipality
Pugal,"Pugal,Rajasthan,India",Municipality
Dhadgaon,"Dhadgaon,Maharashtra,India",Municipality
Kotkhawda,"Kotkhawda,Rajasthan,India",Municipality
Melur,"Melur,Tamil Nadu,India",Municipality
Bina,"Bina,Madhya Pradesh,India",Municipality
Padma,"Padma,Jharkhand,India",Municipality
Chanderi,"Chanderi,Madhya Pradesh,India",Municipality
Pathna,"Pathna,Jharkhand,India",Municipality
Sitarampuram,"Sitarampuram,Andhra Pradesh,India",Municipality
Chidambaram,"Chidambaram,Tamil Nadu,India",Municipality
Bhatpar Rani,"Bhatpar Rani,Uttar Pradesh,India",Municipality
Pokran,"Pokran,Rajasthan,India",Municipality
Tivari,"Tivari,Rajasthan,India",Municipality
Hukeri,"Hukeri,Karnataka,India",Municipality
Devakottai,"Devakottai,Tamil Nadu,India",Municipality
Solan,"Solan,Himachal Pradesh,India",Municipality
Saroornagar,"Saroornagar,Telangana,India",Municipality
Karad,"Karad,Maharashtra,India",Municipality
Thftaitangar,"Thftaitangar,Jharkhand,India",Municipality
Churchu,"Churchu,Jharkhand,India",Municipality
Tarana,"Tarana,Madhya Pradesh,India",Municipality
Jalesar,"Jalesar,Uttar Pradesh,India",Municipality
Kaya Circle,"Kaya Circle,Assam,India",Municipality
Devarkonda,"Devarkonda,Telangana,India",Municipality
Gobindpur,"Gobindpur,Kolhan Division,Jharkhand,India",Municipality
Mothkur,"Mothkur,Telangana,India",Municipality
Ater,"Ater,Madhya Pradesh,India",Municipality
Manopadu,"Manopadu,Telangana,India",Municipality
Valigonda,"Valigonda,Telangana,India",Municipality
Etapalli,"Etapalli,Maharashtra,India",Municipality
Mylavaram,"Mylavaram,Andhra Pradesh,India",Municipality
Nadendla,"Nadendla,Andhra Pradesh,India",Municipality
Chikhli,"Chikhli,Gujarat,India",Municipality
Khunti,"Khunti,Jharkhand,India",Municipality
Tuggali,"Tuggali,Andhra Pradesh,India",Municipality
Nanguneri,"Nanguneri,Tamil Nadu,India",Municipality
Baliapala,"Baliapala,Odisha,India",Municipality
Ranapur,"Ranapur,Madhya Pradesh,India",Municipality
Petlad,"Petlad,Gujarat,India",Municipality
Chenga Circle,"Chenga Circle,Assam,India",Municipality
Koratagere,"Koratagere,Karnataka,India",Municipality
Betanati,"Betanati,Odisha,India",Municipality
Narayankher,"Narayankher,Telangana,India",Municipality
Chirawa,"Chirawa,Rajasthan,India",Municipality
Basmat,"Basmat,Maharashtra,India",Municipality
Shamirpet,"Shamirpet,Telangana,India",Municipality
Berasia,"Berasia,Madhya Pradesh,India",Municipality
Bishnugarh,"Bishnugarh,Jharkhand,India",Municipality
Velhe,"Velhe,Maharashtra,India",Municipality
Bobbili,"Bobbili,Andhra Pradesh,India",Municipality
Simdega,"Simdega,Jharkhand,India",Municipality
Manora,"Manora,Amravati Division,Maharashtra,India",Municipality
Ulavapadu,"Ulavapadu,Andhra Pradesh,India",Municipality
Kalmeshwar,"Kalmeshwar,Maharashtra,India",Municipality
Kadayanallur,"Kadayanallur,Tamil Nadu,India",Municipality
Ranaghat,"Ranaghat,West Bengal,India",Municipality
Kathumar,"Kathumar,Rajasthan,India",Municipality
Raikal,"Raikal,Telangana,India",Municipality
Parasia,"Parasia,Madhya Pradesh,India",Municipality
Chhabra,"Chhabra,Rajasthan,India",Municipality
Kadam,"Kadam,Assam,India",Municipality
Kalwan,"Kalwan,Maharashtra,India",Municipality
Nilanga,"Nilanga,Maharashtra,India",Municipality
Farrukhabad,"Farrukhabad,Uttar Pradesh,India",Municipality
Dharmavaram,"Dharmavaram,Andhra Pradesh,India",Municipality
Kulpahar,"Kulpahar,Uttar Pradesh,India",Municipality
Srisailam,"Srisailam,Andhra Pradesh,India",Municipality
Margherita Circle,"Margherita Circle,Assam,India",Municipality
Nathdwara,"Nathdwara,Rajasthan,India",Municipality
Sakri,"Sakri,Maharashtra,India",Municipality
Tarhasi,"Tarhasi,Jharkhand,India",Municipality
Gandevi,"Gandevi,Gujarat,India",Municipality
Canning,"Canning,West Bengal,India",Municipality
Sattur,"Sattur,Tamil Nadu,India",Municipality
Tanda,"Tanda,Ayodhya Division,Uttar Pradesh,India",Municipality
Duvvur,"Duvvur,Andhra Pradesh,India",Municipality
Lalitpur,"Lalitpur,Uttar Pradesh,India",Municipality
Bhanvad,"Bhanvad,Gujarat,India",Municipality
Roha,"Roha,Maharashtra,India",Municipality
Jalgaon,"Jalgaon,Amravati Division,Maharashtra,India",Municipality
Sirkazhi,"Sirkazhi,Tamil Nadu,India",Municipality
Kandachipuram,"Kandachipuram,Tamil Nadu,India",Municipality
Kunnam,"Kunnam,Tamil Nadu,India",Municipality
Dhanolti,"Dhanolti,Uttarakhand,India",Municipality
Bhandaria,"Bhandaria,Jharkhand,India",Municipality
Beluguppa,"Beluguppa,Andhra Pradesh,India",Municipality
Jamner,"Jamner,Maharashtra,India",Municipality
Ambur,"Ambur,Tamil Nadu,India",Municipality
Sarwan,"Sarwan,Jharkhand,India",Municipality
Majholi,"Majholi,Madhya Pradesh,India",Municipality
Korawn,"Korawn,Uttar Pradesh,India",Municipality
Gangadharanellore,"Gangadharanellore,Andhra Pradesh,India",Municipality
Akkalkuwa,"Akkalkuwa,Maharashtra,India",Municipality
Masaurhi,"Masaurhi,Bihar,India",Municipality
Redhakhol,"Redhakhol,Odisha,India",Municipality
Deoni,"Deoni,Maharashtra,India",Municipality
