name,canonical_name,target_type
Podanur,"Podanur,Tamil Nadu,India",Neighborhood
Kanakkary,"Kanakkary,Kerala,India",City
Mirzapur,"Mirzapur,Mirzapur,Uttar Pradesh,India",City
Ettimadai R.F.,"Ettimadai R.F.,Tamil Nadu,India",City
Nilamel,"Nilamel,Kerala,India",City
Shivdaspur,"Shivdaspur,Uttar Pradesh,India",City
Kanjikode,"Kanjikode,Kerala,India",City
Nilambur,"Nilambur,Nilambur,Kerala,India",City
Shahganj,"Shahganj,Uttar Pradesh,India",City
Pirayiri,"Pirayiri,Kerala,India",City
Chichala,"Chichala,Maharashtra,India",City
Basti,"Basti,Basti,Uttar Pradesh,India",City
Talamalai R.F.,"Talamalai R.F.,Tamil Nadu,India",City
Irugur,"Irugur,Tamil Nadu,India",City
Ghazipur,"Ghazipur,Uttar Pradesh,India",City
Sembianallur,"Sembianallur,Tamil Nadu,India",City
Pale Gaon,"Pale Gaon,Maharashtra,India",City
Chapra,"Chapra,Bihar,India",City
Perumanallur,"Perumanallur,Tamil Nadu,India",City
Mithi Rohar,"Mithi Rohar,Gujarat,India",City
Siwan,"Siwan,Siwan,Bihar,India",City
A.Thirumuruganpoondi,"A.Thirumuruganpoondi,Tamil Nadu,India",City
Kolenchery,"Kolenchery,Kerala,India",City
Anora Kala,"Anora Kala,Uttar Pradesh,India",City
Kangeyam,"Kangeyam,Tamil Nadu,India",City
Balotra,"Balotra,Rajasthan,India",City
Gonda,"Gonda,Gonda,Uttar Pradesh,India",City
Udumalaipettai,"Udumalaipettai,Tamil Nadu,India",City
Ayodhya,"Ayodhya,Uttar Pradesh,India",City
Neelagiri,"Neelagiri,Tamil Nadu,India",City
Jaisalmer,"Jaisalmer,Jaisalmer,Rajasthan,India",City
Pilkhawan,"Pilkhawan,Uttar Pradesh,India",City
Agaram,"Agaram,Tamil Nadu,India",City
Mohkam Pur Kala,"Mohkam Pur Kala,Uttarakhand,India",City
Sultanpur,"Sultanpur,Sultanpur,Uttar Pradesh,India",City
Bikshandarkoil,"Bikshandarkoil,Tamil Nadu,India",Neighborhood
Kudal,"Kudal,Maharashtra,India",City
Bela Pratapgarh,"Bela Pratapgarh,Uttar Pradesh,India",City
Samayapuram,"Samayapuram,Tamil Nadu,India",City
Thiruvaniyoor,"Thiruvaniyoor,Kerala,India",City
Fatehpur,"Fatehpur,Uttar Pradesh,India",City
Ulundurpet,"Ulundurpet,Tamil Nadu,India",City
Vellakoil,"Vellakoil,Tamil Nadu,India",City
Chhandwal,"Chhandwal,Uttar Pradesh,India",City
Rasipuram,"Rasipuram,Tamil Nadu,India",City
Dwarapudi Village,"Dwarapudi Village,Andhra Pradesh,India",City
Semra,"Semra,Uttar Pradesh,India",City
A.Reddihalli,"A.Reddihalli,Tamil Nadu,India",City
Chachu Majra,"Chachu Majra,Punjab,India",City
Ardonamau,"Ardonamau,Uttar Pradesh,India",City
Nallampalli,"Nallampalli,Nallampalli,Tamil Nadu,India",Neighborhood
Vandanam,"Vandanam,Kerala,India",City
Mau,"Mau,Lucknow Division,Uttar Pradesh,India",City
Tirupathur,"Tirupathur,Tamil Nadu,India",City
Aruppukkottai,"Aruppukkottai,Aruppukkottai,Tamil Nadu,India",City
Hariharpur,"Hariharpur,Uttar Pradesh,India",City
Ambur,"Ambur,Ambur,Tamil Nadu,India",City
Bundi,"Bundi,Bundi,Rajasthan,India",City
Farrukhabad,"Farrukhabad,Farrukhabad,Uttar Pradesh,India",City
Somalapuram,"Somalapuram,Tamil Nadu,India",City
Kichha,"Kichha,Kichha,Uttarakhand,India",City
Sandila,"Sandila,Sandila,Uttar Pradesh,India",City
Virupakshipuram,"Virupakshipuram,Tamil Nadu,India",City
Palakollu,"Palakollu,Palakollu,Andhra Pradesh,India",City
Hardoi,"Hardoi,Hardoi,Uttar Pradesh,India",City
Kudiyanakuppam,"Kudiyanakuppam,Tamil Nadu,India",City
Taroda Bk.,"Taroda Bk.,Maharashtra,India",City
Maholiya Sheopar,"Maholiya Sheopar,Uttar Pradesh,India",City
Natrampalli,"Natrampalli,Natrampalli,Tamil Nadu,India",City
Laxminarayanpura,"Laxminarayanpura,Rajasthan,India",City
Tanda Range,"Tanda Range,Uttarakhand,India",City
Kundarapalli,"Kundarapalli,Tamil Nadu,India",City
Bhatkal,"Bhatkal,Bhatkal,Karnataka,India",City
Nainital,"Nainital,Nainital,Uttarakhand,India",City
Bangarapet,"Bangarapet,Bangarapet,Karnataka,India",City
Kallelibhagom,"Kallelibhagom,Kerala,India",City
Cooch Behar,"Cooch Behar,West Bengal,India",City
Tamaka,"Tamaka,Karnataka,India",City
Attavanai Pallagoundanpalayam,"Attavanai Pallagoundanpalayam,Tamil Nadu,India",City
Matigara,"Matigara,West Bengal,India",City
Thigala Chowdadenahalli,"Thigala Chowdadenahalli,Karnataka,India",City
Gobindpur,"Gobindpur,Jharkhand,India",City
Gangtok,"Gangtok,Sikkim,India",City
Varthur,"Varthur,Karnataka,India",Neighborhood
Ammanambakkam,"Ammanambakkam,Tamil Nadu,India",City
Sitamarhi,"Sitamarhi,Bihar,India",City
Bandapura,"Bandapura,Karnataka,India",City
Parassala,"Parassala,Kerala,India",City
Khabra urf Kiratpur Gurdas,"Khabra urf Kiratpur Gurdas,Bihar,India",City
Byrathi,"Byrathi,Karnataka,India",Neighborhood
Attappallam,"Attappallam,Kerala,India",City
Lakhani Bigha,"Lakhani Bigha,Bihar,India",City
Kudlu,"Kudlu,Karnataka,India",City
Amalsad,"Amalsad,Gujarat,India",City
Khagaul,"Khagaul,Bihar,India",Neighborhood
Kasavanahalli,"Kasavanahalli,Karnataka,India",Neighborhood
Palwancha,"Palwancha,Telangana,India",City
Hajipur,"Hajipur,Hajipur,Bihar,India",City
Sathanur,"Sathanur,Karnataka,India",City
Dumka,"Dumka,Jharkhand,India",City
Terasiya,"Terasiya,Bihar,India",City
Hosathota,"Hosathota,Karnataka,India",City
Jaisinghpur Khera,"Jaisinghpur Khera,Haryana,India",City
Bhagwanpur,"Bhagwanpur,Bihar,India",City
Boovanahalli,"Boovanahalli,Karnataka,India",City
Keezhillam,"Keezhillam,Kerala,India",City
Basdeopur,"Basdeopur,Bihar,India",City
Kodigenahalli,"Kodigenahalli,Karnataka,India",City
Sikenderguda,"Sikenderguda,Telangana,India",City
Bhagalpur,"Bhagalpur,Bihar,India",City
Rajanukunte,"Rajanukunte,Karnataka,India",City
Zanzroli,"Zanzroli,Maharashtra,India",City
Deoghar,"Deoghar,Jharkhand,India",City
Heggadadevanapura,"Heggadadevanapura,Karnataka,India",City
Kollayil,"Kollayil,Kerala,India",City
Nipania,"Nipania,Bihar,India",City
Makali,"Makali,Karnataka,India",City
Padra,"Padra,Padra,Gujarat,India",City
Lakhisarai,"Lakhisarai,Lakhisarai,Bihar,India",City
Dasanapura,"Dasanapura,Karnataka,India",City
Kullu,"Kullu,Kullu,Himachal Pradesh,India",City
Barh,"Barh,Barh,Bihar,India",City
Challegatta,"Challegatta,Karnataka,India",Neighborhood
Laxmipura,"Laxmipura,Gujarat,India",City
Bakhtiarpur,"Bakhtiarpur,Bihar,India",Neighborhood
Ramasandra,"Ramasandra,Karnataka,India",City
Kardal,"Kardal,Maharashtra,India",City
Bihar Sharif,"Bihar Sharif,Bihar Sharif,Bihar,India",City
Madavara,"Madavara,Karnataka,India",City
Sundar Nagar,"Sundar Nagar,Sundar Nagar,Himachal Pradesh,India",City
Jhumri Telaiya,"Jhumri Telaiya,Jharkhand,India",City
Ullal,"Ullal,Bangalore Division,Karnataka,India",City
Jaggaiahpet,"Jaggaiahpet,Andhra Pradesh,India",City
Bagbera colony,"Bagbera colony,Jharkhand,India",City
Dobbsapet,"Dobbsapet,Karnataka,India",City
Suri,"Suri,West Bengal,India",City
Mallasandra,"Mallasandra,Karnataka,India",City
Panagarh,"Panagarh,West Bengal,India",City
Badamanavarathekaval,"Badamanavarathekaval,Karnataka,India",Neighborhood
Arambag,"Arambag,West Bengal,India",City
Ramanagara,"Ramanagara,Karnataka,India",City
Bamchandaipur,"Bamchandaipur,West Bengal,India",City
Doddakammanahalli,"Doddakammanahalli,Karnataka,India",Neighborhood
Memari,"Memari,West Bengal,India",City
Doddanagamangala Village,"Doddanagamangala Village,Karnataka,India",City
Kanchrapara,"Kanchrapara,West Bengal,India",City
Bhovi Palya,"Bhovi Palya,Karnataka,India",City
Baidyabati,"Baidyabati,West Bengal,India",City
Avalapalli Hudco,"Avalapalli Hudco,Tamil Nadu,India",City
Barrackpore,"Barrackpore,West Bengal,India",Neighborhood
Hale Kesare,"Hale Kesare,Karnataka,India",City
North Dumdum,"North Dumdum,West Bengal,India",Neighborhood
Yelawala,"Yelawala,Karnataka,India",Neighborhood
Muragachha,"Muragachha,West Bengal,India",City
Guthalu,"Guthalu,Karnataka,India",City
Katihar,"Katihar,Katihar,Bihar,India",City
Thimmalapura,"Thimmalapura,Karnataka,India",City
Bangaon,"Bangaon,Bangaon,West Bengal,India",City
Sira,"Sira,Sira,Karnataka,India",City
Ghuni,"Ghuni,West Bengal,India",Neighborhood
Hiriyur,"Hiriyur,Hiriyur,Karnataka,India",City
Alampur,"Alampur,West Bengal,India",City
Maroor,"Maroor,Andhra Pradesh,India",City
Jangalpur,"Jangalpur,West Bengal,India",City
Nijagal,"Nijagal,Karnataka,India",City
Debra,"Debra,West Bengal,India",City
Dobbaspet,"Dobbaspet,Karnataka,India",City
Panskura,"Panskura,West Bengal,India",City
K.G Govindapura,"K.G Govindapura,Karnataka,India",City
Haldia,"Haldia,West Bengal,India",City
Kurubarakunte,"Kurubarakunte,Karnataka,India",City
Dhenkanal,"Dhenkanal,Dhenkanal,Odisha,India",City
Proddatur,"Proddatur,Proddatur,Andhra Pradesh,India",City
Barang,"Barang,Odisha,India",City
Adoni,"Adoni,Adoni,Andhra Pradesh,India",City
Byasanagar,"Byasanagar,Odisha,India",City
Guntakal,"Guntakal,Guntakal,Andhra Pradesh,India",Neighborhood
Uttara,"Uttara,Odisha,India",City
Gadag-Betageri,"Gadag-Betageri,Karnataka,India",City
Puri,"Puri,Odisha,India",City
Gadag-Betigeri,"Gadag-Betigeri,Karnataka,India",City
Bhadrak,"Bhadrak,Bhadrak,Odisha,India",City
Haveri,"Haveri,Haveri,Karnataka,India",City
Balasore,"Balasore,Odisha,India",City
Ranebennur,"Ranebennur,Karnataka,India",City
Soro,"Soro,Odisha,India",City
Arsikere,"Arsikere,Karnataka,India",City
Midnapore,"Midnapore,West Bengal,India",City
Chikkamagaluru,"Chikkamagaluru,Chikkamagaluru,Karnataka,India",City
Brajrajnagar,"Brajrajnagar,Odisha,India",City
Birur,"Birur,Karnataka,India",Neighborhood
Telipara,"Telipara,Chhattisgarh,India",Neighborhood
Kadur,"Kadur,Kadur,Karnataka,India",City
Atal Nagar-Nava Raipur,"Atal Nagar-Nava Raipur,Chhattisgarh,India",City
Tenka,"Tenka,Karnataka,India",City
Tikrapara,"Tikrapara,Chhattisgarh,India",City
Corlim,"Corlim,Goa,India",City
Charoda,"Charoda,Chhattisgarh,India",City
Verem,"Verem,Goa,India",City
Smriti Nagar,"Smriti Nagar,Chhattisgarh,India",Neighborhood
Chicalim,"Chicalim,Goa,India",City
Nehru Nagar,"Nehru Nagar,Chhattisgarh,India",Neighborhood
New Vaddem,"New Vaddem,Goa,India",City
Suryapet,"Suryapet,Telangana,India",City
Mapusa,"Mapusa,Goa,India",City
Kesaram,"Kesaram,Telangana,India",City
Nipani,"Nipani,Karnataka,India",City
Kodad,"Kodad,Kodad,Telangana,India",City
Kagal,"Kagal,Maharashtra,India",City
Miryalaguda,"Miryalaguda,Telangana,India",City
Sangli Miraj Kupwad,"Sangli Miraj Kupwad,Maharashtra,India",City
Gannavaram,"Gannavaram,Gannavaram,Andhra Pradesh,India",City
Miraj,"Miraj,Miraj,Maharashtra,India",City
Kaza,"Kaza,Andhra Pradesh,India",City
Peth,"Peth,Maharashtra,India",City
Gudivada,"Gudivada,Gudivada,Andhra Pradesh,India",City
Mahalunge Ingale,"Mahalunge Ingale,Maharashtra,India",City
Anaparthi,"Anaparthi,Anaparthi,Andhra Pradesh,India",City
Vitthal Nagar,"Vitthal Nagar,Maharashtra,India",City
Tallavalasa,"Tallavalasa,Andhra Pradesh,India",City
Chakan,"Chakan,Maharashtra,India",City
Gopalapatnam (rural),"Gopalapatnam (rural),Andhra Pradesh,India",City
Rajgurunagar,"Rajgurunagar,Maharashtra,India",City
Gangavaram,"Gangavaram,Andhra Pradesh,India",City
Khandale,"Khandale,Maharashtra,India",City
Elamanchili,"Elamanchili,Andhra Pradesh,India",City
Mangadewadi,"Mangadewadi,Maharashtra,India",City
Annavaram,"Annavaram,Andhra Pradesh,India",City
Shivare,"Shivare,Maharashtra,India",City
Vizianagaram,"Vizianagaram,Andhra Pradesh,India",City
Varve Bk,"Varve Bk,Maharashtra,India",City
Srikakulam,"Srikakulam,Andhra Pradesh,India",City
Kurkumbh,"Kurkumbh,Maharashtra,India",City
Kasibugga,"Kasibugga,Andhra Pradesh,India",City
Daund,"Daund,Maharashtra,India",City
Chirala,"Chirala,Andhra Pradesh,India",City
Yavat,"Yavat,Maharashtra,India",City
Narasaraopeta,"Narasaraopeta,Andhra Pradesh,India",City
Ranjangaon,"Ranjangaon,Maharashtra,India",City
Gudur,"Gudur,Gudur,Andhra Pradesh,India",City
Saradwadi Gav,"Saradwadi Gav,Maharashtra,India",City
Tada,"Tada,Tada,Andhra Pradesh,India",City
Pandharpur,"Pandharpur,Pandharpur,Maharashtra,India",City
Sri City,"Sri City,Andhra Pradesh,India",City
Beed,"Beed,Maharashtra,India",City
Kavaraipettai,"Kavaraipettai,Tamil Nadu,India",Neighborhood
Yadgiri,"Yadgiri,Karnataka,India",City
Kelambakkam,"Kelambakkam,Tamil Nadu,India",City
Mahbubnagar,"Mahbubnagar,Telangana,India",City
Thiruvidanthai,"Thiruvidanthai,Tamil Nadu,India",City
Jadcherla,"Jadcherla,Jadcherla,Telangana,India",City
Kolapakkam,"Kolapakkam,Tamil Nadu,India",City
Polepalle,"Polepalle,Telangana,India",City
Mambakkam,"Mambakkam,Tamil Nadu,India",City
Choutuppal,"Choutuppal,Telangana,India",City
Kazhipattur,"Kazhipattur,Tamil Nadu,India",City
Koyalagudem,"Koyalagudem,Telangana,India",City
Muthukadu,"Muthukadu,Tamil Nadu,India",Neighborhood
Narketpalle,"Narketpalle,Telangana,India",City
Kotivakkam,"Kotivakkam,Tamil Nadu,India",City
Pittampally,"Pittampally,Telangana,India",City
Ankaputhur,"Ankaputhur,Tamil Nadu,India",City
Jangaon,"Jangaon,Telangana,India",City
Thandalam,"Thandalam,Tamil Nadu,India",City
Yamnampet,"Yamnampet,Telangana,India",City
Puthagaram,"Puthagaram,Tamil Nadu,India",City
Devarayamjal,"Devarayamjal,Telangana,India",City
Siruniam,"Siruniam,Tamil Nadu,India",City
Seethariguda,"Seethariguda,Telangana,India",City
Nadukuthagai,"Nadukuthagai,Tamil Nadu,India",City
Rai Durg,"Rai Durg,Telangana,India",City
Kakkalur,"Kakkalur,Tamil Nadu,India",City
Medbowli,"Medbowli,Telangana,India",City
Arakkonam,"Arakkonam,Tamil Nadu,India",City
Bongloor,"Bongloor,Telangana,India",City
Arappanacheri,"Arappanacheri,Tamil Nadu,India",City
Palmakole,"Palmakole,Telangana,India",City
Nemili,"Nemili,Tamil Nadu,India",City
Muchintal,"Muchintal,Telangana,India",City
Mannivakkam,"Mannivakkam,Tamil Nadu,India",City
Posettyguda,"Posettyguda,Telangana,India",City
Padappai,"Padappai,Tamil Nadu,India",City
Hariguda,"Hariguda,Telangana,India",City
Thailavaram,"Thailavaram,Tamil Nadu,India",City
Tondpalle,"Tondpalle,Telangana,India",City
Kattankulathur,"Kattankulathur,Tamil Nadu,India",City
Devatabowli,"Devatabowli,Telangana,India",City
Maraimalai Nagar,"Maraimalai Nagar,Tamil Nadu,India",City
Shadnagar,"Shadnagar,Telangana,India",Neighborhood
Tindivanam,"Tindivanam,Tindivanam,Tamil Nadu,India",City
Sangareddy,"Sangareddy,Telangana,India",City
Kutteripattu,"Kutteripattu,Tamil Nadu,India",City
Kamareddy,"Kamareddy,Kamareddy,Telangana,India",City
Thavalakuppam,"Thavalakuppam,Puducherry,India",City
Kucharam,"Kucharam,Telangana,India",City
Neyveli T.S,"Neyveli T.S,Tamil Nadu,India",City
Immapur,"Immapur,Telangana,India",City
Chidambaram,"Chidambaram,Chidambaram,Tamil Nadu,India",City
Pothugal,"Pothugal,Telangana,India",City
Nagapattinam,"Nagapattinam,Tamil Nadu,India",City
Jagtial,"Jagtial,Jagtial,Telangana,India",City
Viraganur,"Viraganur,Tamil Nadu,India",Neighborhood
Parbhani,"Parbhani,Parbhani,Maharashtra,India",City
Sathamangalam,"Sathamangalam,Tamil Nadu,India",Neighborhood
Nanded-Waghala,"Nanded-Waghala,Maharashtra,India",City
Kodikulam,"Kodikulam,Tamil Nadu,India",Neighborhood
Chandrapur,"Chandrapur,Maharashtra,India",City
Thiruparankundram,"Thiruparankundram,Tamil Nadu,India",City
Digdoh,"Digdoh,Maharashtra,India",City
Ramanathapuram,"Ramanathapuram,Ramanathapuram,Tamil Nadu,India",City
Chhindwara,"Chhindwara,Chhindwara,Madhya Pradesh,India",City
Marthandam,"Marthandam,Tamil Nadu,India",City
Amravati,"Amravati,Maharashtra,India",City
Neyyattinkara,"Neyyattinkara,Neyyattinkara,Kerala,India",City
Murtizapur,"Murtizapur,Murtizapur,Maharashtra,India",City
Venjarammoodu,"Venjarammoodu,Kerala,India",City
Shegaon,"Shegaon,Shegaon,Maharashtra,India",City
Ayoor,"Ayoor,Kerala,India",City
Khandwa,"Khandwa,Khandwa,Madhya Pradesh,India",City
Kottiyam,"Kottiyam,Kerala,India",City
Burhanpur,"Burhanpur,Burhanpur,Madhya Pradesh,India",City
Parippally,"Parippally,Kerala,India",City
Chalisgaon,"Chalisgaon,Maharashtra,India",City
Karavaram,"Karavaram,Kerala,India",City
Pachora,"Pachora,Pachora,Maharashtra,India",City
Kallambalam,"Kallambalam,Kerala,India",City
Pandharpur,"Pandharpur,Aurangabad Division,Maharashtra,India",City
Attingal,"Attingal,Kerala,India",City
Dharmapur,"Dharmapur,Maharashtra,India",City
Kulasekharapuram,"Kulasekharapuram,Kerala,India",City
Nandgaon,"Nandgaon,Nandgaon,Maharashtra,India",City
Karunagappalli,"Karunagappalli,Kerala,India",City
Yeola,"Yeola,Yeola,Maharashtra,India",City
Krishnapuram,"Krishnapuram,Kerala,India",City
Rahata,"Rahata,Rahata,Maharashtra,India",City
Oachira,"Oachira,Kerala,India",City
Shirdi,"Shirdi,Maharashtra,India",City
Thiruvalla,"Thiruvalla,Kerala,India",City
Rahta Pimplas,"Rahta Pimplas,Maharashtra,India",City
Chingavanam,"Chingavanam,Kerala,India",City
Rahuri,"Rahuri,Rahuri,Maharashtra,India",City
Vadaveeranaickenpatty,"Vadaveeranaickenpatty,Tamil Nadu,India",City
Kolhar Budruk,"Kolhar Budruk,Maharashtra,India",City
Pala,"Pala,Kerala,India",City
Kolhar Kh,"Kolhar Kh,Maharashtra,India",City
Chalakudy,"Chalakudy,Kerala,India",City
Sangamner,"Sangamner,Maharashtra,India",City
Nedumbassery,"Nedumbassery,Kerala,India",Neighborhood
Alephata,"Alephata,Maharashtra,India",City
Karukutty,"Karukutty,Kerala,India",City
Manchar,"Manchar,Maharashtra,India",City
Vadakkumbhagom,"Vadakkumbhagom,Kerala,India",City
Deolali,"Deolali,Maharashtra,India",City
North Paravur,"North Paravur,Kerala,India",City
Sinnar,"Sinnar,Maharashtra,India",City
Thalayolaparambu,"Thalayolaparambu,Kerala,India",City
Piraman,"Piraman,Gujarat,India",City
Thuravoor Thekku,"Thuravoor Thekku,Kerala,India",City
Kadodara,"Kadodara,Gujarat,India",City
Pattanakkad,"Pattanakkad,Kerala,India",City
Vareli,"Vareli,Gujarat,India",City
Aryad South,"Aryad South,Kerala,India",City
Gothan,"Gothan,Gujarat,India",City
Ambalapuzha,"Ambalapuzha,Ambalapuzha,Kerala,India",City
Sachin INA,"Sachin INA,Gujarat,India",City
Payyanur,"Payyanur,Kerala,India",City
Karala,"Karala,Gujarat,India",City
Kanhangad,"Kanhangad,Kerala,India",City
Palsana,"Palsana,Palsana,Gujarat,India",City
Channarayapatna,"Channarayapatna,Channarayapatna,Karnataka,India",City
Pardi Parnera,"Pardi Parnera,Gujarat,India",City
Cheruvannur,"Cheruvannur,Kerala,India",City
Killa-pardi,"Killa-pardi,Gujarat,India",City
Ramanattukara,"Ramanattukara,Kerala,India",City
Rentlav,"Rentlav,Gujarat,India",City
Mahe,"Mahe,Puducherry,India",City
Silvassa,"Silvassa,Dadra and Nagar Haveli and Daman and Diu,India",City
Koyilandy,"Koyilandy,Kerala,India",City
Valwada,"Valwada,Gujarat,India",City
Kunnamkulam,"Kunnamkulam,Kunnamkulam,Kerala,India",City
Alipor,"Alipor,Gujarat,India",City
Kurumbathur,"Kurumbathur,Kerala,India",City
Bilimora,"Bilimora,Gujarat,India",City
Edappal,"Edappal,Kerala,India",City
Jalalpore,"Jalalpore,Gujarat,India",City
Ottapalam,"Ottapalam,Kerala,India",City
Ghol,"Ghol,Maharashtra,India",City
Wadakkanchery,"Wadakkanchery,Kerala,India",City
Mokhavane,"Mokhavane,Maharashtra,India",City
Anjur,"Anjur,Kerala,India",City
Kasara,"Kasara,Maharashtra,India",City
Nenmanikkara,"Nenmanikkara,Kerala,India",City
Shirol,"Shirol,Konkan Division,Maharashtra,India",City
Irinjalakuda,"Irinjalakuda,Kerala,India",City
Atgaon,"Atgaon,Maharashtra,India",City
Perambra,"Perambra,Kerala,India",City
Asangaon,"Asangaon,Maharashtra,India",City
Puthukkad,"Puthukkad,Kerala,India",City
Arjunali,"Arjunali,Maharashtra,India",City
Sulur,"Sulur,Sulur,Tamil Nadu,India",City
Kaman,"Kaman,Maharashtra,India",City
Singanallur,"Singanallur,Tamil Nadu,India",Neighborhood
Waliv,"Waliv,Maharashtra,India",City
Madukkarai,"Madukkarai,Tamil Nadu,India",Neighborhood
Maljipada,"Maljipada,Maharashtra,India",City
Kuniyamuthur,"Kuniyamuthur,Tamil Nadu,India",Neighborhood
Ranjnoli,"Ranjnoli,Maharashtra,India",City
Pudussery Central,"Pudussery Central,Kerala,India",City
Dive Anjur,"Dive Anjur,Maharashtra,India",City
Pudussery West,"Pudussery West,Kerala,India",City
Nilje Gaon,"Nilje Gaon,Maharashtra,India",City
Kannadi-I,"Kannadi-I,Kerala,India",City
Wahal,"Wahal,Maharashtra,India",City
Kuzhalmannam-I,"Kuzhalmannam-I,Kerala,India",City
Vayal,"Vayal,Maharashtra,India",City
Mettupalayam,"Mettupalayam,Tamil Nadu,India",City
Isambe,"Isambe,Maharashtra,India",City
Kurudampalayam,"Kurudampalayam,Tamil Nadu,India",City
Rees,"Rees,Maharashtra,India",City
Narasimhanaickenpalayam,"Narasimhanaickenpalayam,Tamil Nadu,India",Neighborhood
Rasayani,"Rasayani,Maharashtra,India",City
Neelambur,"Neelambur,Tamil Nadu,India",City
Adai,"Adai,Maharashtra,India",City
Kaniyur,"Kaniyur,Tamil Nadu,India",City
Vichumbe,"Vichumbe,Maharashtra,India",Neighborhood
Pudupalayam,"Pudupalayam,Tamil Nadu,India",City
Lonavala,"Lonavala,Maharashtra,India",City
South Nallur,"South Nallur,Tamil Nadu,India",City
Khed,"Khed,Maharashtra,India",City
Kanchipuram,"Kanchipuram,Kanchipuram,Tamil Nadu,India",City
Palladam,"Palladam,Palladam,Tamil Nadu,India",City
Tiruvottiyur,"Tiruvottiyur,Tiruvottiyur,Tamil Nadu,India",Neighborhood
Palani,"Palani,Palani,Tamil Nadu,India",City
Tambaram,"Tambaram,Tamil Nadu,India",Neighborhood
S.Kannanur,"S.Kannanur,Tamil Nadu,India",City
Chandausi,"Chandausi,Chandausi,Uttar Pradesh,India",Neighborhood
Thirumandurai,"Thirumandurai,Tamil Nadu,India",City
Halisahar,"Halisahar,West Bengal,India",Neighborhood
Edaikkal,"Edaikkal,Tamil Nadu,India",City
Bally,"Bally,West Bengal,India",Neighborhood
Avathanapatti,"Avathanapatti,Tamil Nadu,India",City
Rishra,"Rishra,West Bengal,India",Neighborhood
Tiruvannamalai,"Tiruvannamalai,Tiruvannamalai,Tamil Nadu,India",City
Tumkur,"Tumkur,Karnataka,India",Neighborhood
Pallikonda,"Pallikonda,Tamil Nadu,India",City
Uluberia,"Uluberia,Uluberia,West Bengal,India",Neighborhood
Arcot,"Arcot,Tamil Nadu,India",City
Karawal Nagar,"Karawal Nagar,Delhi,India",Neighborhood
Ranipet,"Ranipet,Tamil Nadu,India",City
Naihati,"Naihati,West Bengal,India",Neighborhood
Veppur,"Veppur,Tamil Nadu,India",City
Ambattur,"Ambattur,Tamil Nadu,India",Neighborhood
Murukambattu,"Murukambattu,Andhra Pradesh,India",City
Champdani,"Champdani,West Bengal,India",Neighborhood
Thekkupattu,"Thekkupattu,Tamil Nadu,India",City
Rajpur Sonarpur,"Rajpur Sonarpur,West Bengal,India",City Region
Malur,"Malur,Malur,Karnataka,India",City
Orakol,"Orakol,Odisha,India",City
Hoskote,"Hoskote,Hoskote,Karnataka,India",City
Mulakuzha,"Mulakuzha,Kerala,India",City
Hullur Amanikere,"Hullur Amanikere,Karnataka,India",City
Deo Ka Harwara,"Deo Ka Harwara,Rajasthan,India",City
Kothnur,"Kothnur,Karnataka,India",Neighborhood
Jaggampeta,"Jaggampeta,Jaggampeta,Andhra Pradesh,India",City
Geddalahalli,"Geddalahalli,Karnataka,India",City
Dediyasan Part,"Dediyasan Part,Gujarat,India",City
Pujanahalli,"Pujanahalli,Karnataka,India",City
Kiratpur Sahib,"Kiratpur Sahib,Punjab,India",City
Sidedahalli,"Sidedahalli,Karnataka,India",City
Kuravilangad,"Kuravilangad,Kerala,India",City
Thippagondanahalli,"Thippagondanahalli,Karnataka,India",City
Baghpat,"Baghpat,Baghpat,Uttar Pradesh,India",City
Kengalkempohalli,"Kengalkempohalli,Karnataka,India",City
Acoi Village,"Acoi Village,Goa,India",City
Bommanahalli,"Bommanahalli,Karnataka,India",City
Kunnathidavaka,"Kunnathidavaka,Kerala,India",City
Budihal,"Budihal,Karnataka,India",City
Gangavathi,"Gangavathi,Karnataka,India",City
Bhavikere,"Bhavikere,Karnataka,India",City
Sanivarapupeta,"Sanivarapupeta,Andhra Pradesh,India",City
Kambipura,"Kambipura,Karnataka,India",City
Nalagarh,"Nalagarh,Nalagarh,Himachal Pradesh,India",City
Kommaghatta,"Kommaghatta,Karnataka,India",City
Jetalpur,"Jetalpur,Gujarat,India",City
Doddamannugudde Forest,"Doddamannugudde Forest,Karnataka,India",City
Unnamalaikadai,"Unnamalaikadai,Tamil Nadu,India",City
Bolappanahalli,"Bolappanahalli,Karnataka,India",City
Kovalam,"Kovalam,Kerala,India",City
Jigani,"Jigani,Karnataka,India",City
Laxmangarh,"Laxmangarh,Rajasthan,India",City
Bommasandra,"Bommasandra,Karnataka,India",Neighborhood
Madhira,"Madhira,Madhira,Telangana,India",City
Moranapalli,"Moranapalli,Tamil Nadu,India",City
Bhuntar,"Bhuntar,Bhuntar,Himachal Pradesh,India",City
Nanjangud,"Nanjangud,Nanjangud,Karnataka,India",City
Munger,"Munger,Munger,Bihar,India",City
Srirangapatna,"Srirangapatna,Karnataka,India",City
Athipatttu,"Athipatttu,Tamil Nadu,India",City
Maddur,"Maddur,Maddur,Karnataka,India",City
Hardhyanpura,"Hardhyanpura,Rajasthan,India",City
Karabylu,"Karabylu,Karnataka,India",City
Shivpuri,"Shivpuri,Shivpuri,Madhya Pradesh,India",City
